title,company,location,description
Senior Information Security Analyst,Shutterfly,"Tempe, AZ","**Description**


At Shutterfly, we make life’s experiences unforgettable. We believe there is extraordinary power in the self-expression. That’s why our family of brands helps customers create products and capture moments that reflect who they uniquely are.

  

This is an exciting time to join Shutterfly’s Information Security team and play a key role in advancing the Information Security Program. As an Information Security Governance Risk and Compliance (GRC) Analyst, you will assist with projects related to compliance, risk management, third-party risk, privacy support, policy evolution, and security awareness. Your contributions will elevate Shutterfly’s GRC capability.  

  

Responsibilities include overseeing information security practices, reviewing risk assessments, and ensuring compliance with regulatory standards. Collaborating with teams, you'll strengthen the company's security posture while safeguarding sensitive data and assets. Active participation in third-party risk management is essential, involving assessments of external vendors and partners. Additionally, you'll handle security questionnaires and assessments from external parties, showcasing our commitment to maintaining a robust security environment. This will be a hybrid position.  

  

What You’ll Do Here:

* Assist in executing project tasks related to compliance, risk management, third-party risk, privacy support, policy evolution, and security awareness.
* Actively participate in third-party risk management by assessing the security posture of external vendors and partners, implementing risk mitigation measures, and fostering secure third-party relationships.
* Handle security questionnaires and assessments from external parties, providing accurate and timely responses to demonstrate Shutterfly’s commitment to maintaining a robust security environment.
* Conduct phishing training and champion awareness for employees, equipping them with the knowledge and skills to identify and respond effectively to potential phishing attempts, thereby bolstering the organization's overall security resilience.
* Engage control owners (of varying information security acumen & expertise) and key stakeholders across the organization to collect and test evidence and assess compliance to various compliance requirements (e.g. HITRUST, SOC2/Type II).
* Proactively stay informed of industry and media research to keep current of the latest security issues, threats, and technical capabilities.


The Skills You’ll Bring:

* 1-3 years of Information Technology and/or Information Security experience focusing on compliance assessments, risk assessments, and/or technology audits
* Demonstrated familiarity of a broad range of technical concepts: logical access control, network security, encryption, application security, and privacy
* Strong organizational skills with ability to thrive in a sense-of-urgency environment, leveraging best practices, and approaching any problem as a team-player with a can-do attitude
* Strong written and verbal communication skills and ability to interface with all levels of business and executive leadership
* Familiarity of compliance frameworks such as PCI, SOC2/Type II, HIPAA, HITRUST, CCPA, GDPR and industry frameworks including ISO 27001/2, NIST CSF, etc.


It is helpful, but not required to have:

* Bachelor of Science and/or Master’s in CIS/MIS/CS/CE, Engineering/Technology or related field or equivalent experience/training
* Experience with interpreting results of scanning tools such as Qualys or Nessus as it pertains to documenting information security risk(s)
* Information security consulting experience or substantial cross-functional responsibilities.
* CISSP, CISA, CISM, GIAC or equivalent, proven experience and desire to achieve one of more of these certifications in the near future.
* AWS Cloud Practitioner Certification and/or desire to achieve this certification within 6 months of hire.

  

Supporting a diverse and inclusive workforce is important to Shutterfly not only because it directly reflects our value of Embracing our Differences, but also because it’s the right thing to do for our business and for our people. Learn more about our commitment to Diversity, Equity and Inclusion at Shutterfly DE&I.  

This position will accept applications on an ongoing basis until filled.  

  

#SFLYtechnology"
Advisory - Cyber & Strategic Risk - Cyber Identity - Saviynt Senior Consultant,Deloitte,"Gilbert, AZ","**Cyber Digital Identity and Access Management Saviynt Senior Consultant**  

  

Are you interested in working in a dynamic environment that offers opportunities for professional growth and new responsibilities? If so, Deloitte & Touche LLP could be the place for you. This is an unparalleled time of change with new information security challenges arising each day. Our team of Cyber risk professionals bring industry experience, confidence, and technical knowledge to help our clients tackle those unique challenges.  

  

Identity and Access Management (IAM) solutions leverage Deloitte's IAM Methods 2.0 methodology to help clients control which employees, customers, partners and suppliers access sensitive corporate resources, and streamline the process of managing the explosion in ""digital identities.""  

  

The recruiting for this role ends on 31 st March, 2024.  

  

**Work you'll do**  

  

As Identity and Access Management (IAM) solutions team Saviynt Senior Consultant, you will:  

* Demonstrate advanced understanding of business processes, internal control risk management, IT controls and related standards
* Responsible to install, integrate, configure, and deploy Saviynt.
* Understand complex business and information technology management processes. Execute advanced services and supervise staff in delivering basic services.
* Communicate to clients and partners aspects of both the product and the implementation at the technical and functional level appropriate for the situation.
* Identify and evaluate complex business and technology risks, internal controls which mitigate risks, and IAM related opportunities for internal control improvement
* Post-sales requirements gathering, analysis and documentation.
* Manage project scope, schedule, status and documentation.
* Build and nurture positive working relationships with the clients with the intention to exceed client expectations.
* Identify opportunities to improve engagement profitability.
* Responsible for project support tasks and activities for Identity and Access Management solutions based on project service level agreement metrics

  

**The Team**  

  

Deloitte Advisory's Cyber Risk team helps complex organizations more confidently pursue their growth, innovation and performance agendas through proactive management of the associated cyber risks. Our professionals provide advisory and implementation services that integrate risk, regulatory, and technology skills to help clients transform their legacy programs into proactive Secure.Vigilant.Resilient.TM cyber risk programs. Join the team developing the future state of cyber risk solutions. Learn more about Deloitte Advisory's Cyber Risk Services practice.  

  

**Qualifications**  

  

Required:  

* 4+ years of total industry experience
* 3+ years of experience in developing, implementing, or architecting information systems.
* 2+ years of experience with technical architecture experience integrating identity management, access management and access governance software into clients' infrastructure and applications.
* 2+ years of experience with installation, integration, and deployment in **Saviynt** **including connectors, approvals, access requests etc.**
* Identity & Access Governance experience including Role based access control, access request and certification
* Must be comfortable with troubleshooting core Saviynt issues
* Experience with implementation and operational support for Saviynt connectors like Active Directory, LDAP, Database, web service etc.
* Experience with working and coordinating with the onshore/offshore teams
* Identity Management familiarity in one or more of the following areas:
+ Identity Governance and Administration (Lifecycle Management and Provisioning)
+ Single Sign on and Advanced Authentication (Federation and Risk Based Authentication)
+ Consumer Identity and Access Management
+ Privilege Access Management
+ Identity as a Service and Cloud related Identity Solution
+ Enterprise Directory Architecture and Virtual Directories

* 2+ years of experience with the following programming languages: Java, JavaScript, JSP/Servlets, SQL.
* Understanding and familiarity with Operating Systems (Unix, Linux, Windows).
* 2+ years managing projects through the full system development lifecycle.
* Ability to travel upto 75%, on average, based on the work you do and the clients and industries/sectors you serve
* BA/BS Degree in Computer Science, Cyber Security, Information Security, Engineering, Information Technology, Finance, Business or relevant field.
* Limited immigration sponsorship may be available.

  

**Preferred:**  

* Previous Consulting or Big 4 experience preferred
* CISSP certification a plus

  

Information for applicants with a need for accommodation: https://www2.deloitte.com/us/en/pages/careers/articles/join-deloitte-assistance-for-disabled-applicants.html  

  

The wage range for this role takes into account the wide range of factors that are considered in making compensation decisions including but not limited to skill sets; experience and training; licensure and certifications; and other business and organizational needs. The disclosed range estimate has not been adjusted for the applicable geographic differential associated with the location at which the position may be filled. At Deloitte, it is not typical for an individual to be hired at or near the top of the range for their role and compensation decisions are dependent on the facts and circumstances of each case. A reasonable estimate of the current range is $97,613 - 188,375.  

  

You may also be eligible to participate in a discretionary annual incentive program, subject to the rules governing the program, whereby an award, if any depends on various factors, including, without limitation, individual and organizational performance."
CYBERSECURITY ENGINEER,STAND 8,"Scottsdale, AZ",
Identity and Access Management (IdAM) Engineer,"Link Solutions, Inc.","Sierra Vista, AZ","Link Solutions is seeking an **Identity and Access Management (IdAM) Engineer** to join our team in Sierra Vista Arizona.

* Must be a US Citizen
* Non-remote (relocation incentive available)

The Identity and Access Management (IdAM) Engineer will provide mission support to the U.S. Army Network Enterprise Technology Command (NETCOM) located on Fort Huachuca. The engineer will be responsible for the design, development, engineering, integration, and technical and operational support to employ specified Non-Classified Internet Protocol Router Network (NIPRNET), Secret Internet Protocol Router Network (SIPRNET), and Deployed Forces (DF) portion of the Department of Defense Information Network (DODIN).

**Job Responsibilities:**

* Provide planning, design, development, engineering, integration, and technical and operational support to employ IdAM.
* Support efficient and effective IdAM service management processes by providing accurate configuration information.
* Ensure the integrity and accuracy of configurations required to control the services by maintaining accurate and complete configuration management records.
* Participate in Boards, Bureaus, Centers, Cells, and Working Groups (B2C2WG) in support of NETCOM network solutions.
* Coordinate, review, and maintain system documentation guidance on the use of IdAM capabilities to all levels of administrators.
* Provide support to operational organizations supporting RFCs and IAVA compliance.
* Identify, control, record, report, audit, and verify services and other configuration items (CIs), including versions, baselines, constituent components, their attributes, and relationships.
* Design, build, test new, and optimize IdAM hardware systems, computer components, and peripherals
* Update existing IdAM systems to ensure compatibility with the latest software iterations
* Employ soft skills such as creative problem-solving and effective oral/written communication

*Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job.*

**Qualifications:**

* US Citizen
* Must have or be able to obtain and maintain a TS/SCI clearance.
* IAT Level III Certification (CompTIA CASP+, CCNP Security, CISA, CISSP, equivalent or higher).
* Computing Environment Certification
* Five (5+) years of experience in the information technology field.
* Experience with IdAM procedures, policies, technologies, and services.

**Preferred:**

* Active TS/SCI
* Active Directory Lightweight Directory Services (AD LDS) experience.
* Familiar with scripting (PowerShell)
* Microsoft Office suite and working knowledge of Microsoft Visio

**Security Clearance:**

* US Citizenship is required.
* Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.
* DOD Security Clearance is required (Secret-Level minimum).
* A DOD Interim Security Clearance (Secret-Level minimum) is accepted until full DOD Security Clearance has been granted.

**Additional Information:**

Link Solutions Inc. offers a competitive compensation and benefits package to include paid holidays, paid time off, medical, dental, vision, company-paid long and short-term disability, life insurance, referral bonuses, relocation incentive program, certification reimbursement program, retirement, and more.

Link Solutions, Inc. is an EOE. AA/M/F/D/V. We participate in the E-Verify Employment Verification Program. All your information will be kept confidential according to EEO guidelines.

Job Type: Full-time

Pay: Up to $97,000.00 per year

Benefits:

* 401(k)
* 401(k) matching
* Dental insurance
* Employee assistance program
* Employee discount
* Flexible spending account
* Health insurance
* Health savings account
* Life insurance
* Paid time off
* Parental leave
* Professional development assistance
* Referral program
* Relocation assistance
* Retirement plan
* Tuition reimbursement
* Vision insurance

Compensation package:

* Yearly pay

Experience level:

* 3 years

Schedule:

* 8 hour shift
* Monday to Friday

Work Location: In person"
Tier I Cybersecurity Analyst,Tangent Technologies LLC,"Chandler, AZ",
SOFTWARE ENGINEERING/DESIGN INTERN,"Ping, Inc.","Phoenix, AZ, USA","SOFTWARE ENGINEERING/DESIGN INTERNSHIP OPPORTUNITIES (Part Time and Summer)  
PING is currently searching for students who have a passion for software development or UX design. Current opportunities exist to join our Information Systems or Digital Business team on a part time (work through school) basis or during the 2019 Summer months. High level job duties include supporting the Software Engineering team in their development of the PING ERP system and website. Minimum qualifications include 2-years of Software Engineering related coursework. This internship is located in Phoenix, Arizona and remote work is not available."
MSW Field Intern,Arizona Center for Youth Resources,"Phoenix, AZ, USA","**Principal Objectives/Purpose**

The ACYR team builds pathways to success through education, skill building and employment opportunities to help youth and young adults reach self-sufficiency. The team plays a crucial role in promoting a culture of positivity, growth mindset, and hospitality by offering high-energy educational activities and services that create a welcoming environment. Every member of the team is charged to build relationships and trust with youth and young adults to maintain relationships that foster them continuing in their planned services. Our team also serves as an integral component with connecting to our community and spreading/demonstrating the mission of ACYR.

As a MSW intern at ACYR you will have an opportunity to contribute to positive social change within your community. In fact, over 91% of program participants either remain in school, complete high school or its equivalent, or enter postsecondary education and/or employment. ACYR graduates earn an annual $2.5 million, contributing to a robust and vital community. After completing an internship, you will have a greater understanding of non-profit organization, workforce programs, youth development and community resources.

  
**Essential Functions**

Work with leadership and staff to plan and develop. Specific duties will be decided collaboratively, based upon intern strengths, areas of interest, and learning objectives, in addition to program need. Some responsibilities may include:

· Act as liaison between ACYR and community, and between staff, volunteers and program participants

· Work with leadership and staff in planning, developing and coordinating community workshop schedule

· Build viable, sustainable partnerships and collaborations with other youth serving organizations and institutions, the private sector, and the employer community.

· Program analysis and evaluation

· Engage youth in making decisions about personal, educational, and career goals, life plans, program offerings, and organizational direction

· Engagement activities to support Outreach and engage youth: Outreach and/ recruitment, pre/post assessments, registration, orientation, referral for services as needed, individual goal setting for career, education, and personal life.

· Training to screen and assess youth through academic assessments, ACE's, trauma informed care, social and emotional development, career and barrier assessments, and development of a college and career blueprint.

· Participate in supervision

· Practice advocacy and self-determination

· Identify best practices through research in regards to engagement interventions with agency's population served and identify how best practices are culturally responsive.

· Create a better understanding of person in the environment (PIE) and Family in the environment (FIE) and express how these theories can help in the agency's mission

· Identify clientele barriers and advocate on their behalf and create a plan for addressing the barriers

· Demonstrate interviewing skills such as motivational interviewing, demonstration of empathy, reflective listening, and other interpersonal skills

· Utilize and analyze current agency assessments

· Demonstrate intervention skills, negotiation, mediation, and advocacy

· Conduct self-evaluations with supervisor

· Identify community strengths and needs and provide a change strategy

· Work with staff on creating a satisfaction survey for initially engaged youth

· Research opportunity youth and best practices for engagement strategies

The internship is not designed for running errands or simple office work, although these tasks may be required as part of the larger, more directed learning experience. Additional responsibilities include attending ACYR mandatory training, agency functions and events. Embodying the mission in all aspects of job performance will lead to a higher level of learning and self-improvement.

  
**Minimum Qualifications**

We are looking for talented, committed individuals who:

· Are actively involved in an AmeriCorps program or institution of higher education

· Consistently display a positive attitude and willingness to constructively problem solve

· Are aware of one's capabilities and limitations, and motivated to engage in professional development

· Commit to teamwork and the establishment of effective working relationships

· Understand and utilize positive, strengths-based youth development practices in all levels of work

· Communicate well orally and in writing with strong (or developing) presentation skills

· Work respectively with diverse groups of people; bilingual and/or bicultural a plus

  
**Certification/Licenses/Other** Requirements

Valid Arizona Level II Fingerprint Clearance Card and Arizona driver's license required. May require use of insured personal vehicle for agency business.

Work Environment

ACYR promotes communication, helping, healing and education between ACYR team members and students. We encourage innovation and creativity adopting critical thinking, experimentation and problem-solving skills to help deliver our Mission.

  
**Physical Demands**

Requires energetic interactions between the ACYR team members and students. Expressing or exchanging ideas by means of the spoken word to impart oral information to clients or the public and to convey detailed spoken instructions to others accurately, loudly, or quickly. Ability to interact with students during activities also required.

  
This job description does not list every job responsibility and the employee may be asked to perform other duties as necessary. The incumbent's performance will be based in part on his/her performance of the duties outlined in this job description. This job description is not a contract for employment and the incumbent or ACYR may terminate employment at any time, for any reason, furthermore, ACYR has the right to change this job description at any time."
Summer Internship-Sports Performance / Strength and Conditioning,D1 Sports Training ,"Scottsdale, AZ, USA","**Job Title:** Sports Performance Intern

**Location:** D1 Training - Scottsdale, AZ.

**Compensation:** Unpaid

**Job Description:**

The Sports Performance Intern will assist the Sports Performance staff in all aspects of the program. The intern will be responsible for assisting with the design and implementation of strength and conditioning programs, leading group training and assisting the coaching staff. The intern will also assist with the daily operations of the sports performance program.

**Qualifications:**

* Currently pursuing or recently completed a degree in Exercise Science, Kinesiology, or a related field
* Strong work ethic and attention to detail
* Excellent communication and interpersonal skills
* Ability to work independently and as part of a team
* CPR/AED certification preferred"
Human Resources Management & Data Entry,100%,"Scottsdale, AZ, USA","**Job Description**

  
Our passion in Business HR is to help all Intel employees and teams thrive as they define and deliver the future. As an HR Business Partner Intern, you would play a critical role in making this passion a reality. Being a part of Business HR at Intel requires you to be fearless, creative, take risks, and bring your most strategic thinking to every challenge. The Business HR internship experience not only offers unique opportunities for you to develop your skills and capabilities in problem solving, project and stakeholder management, effective communication, and more; but the cohort experience will help you build a sense of community and foster collaboration and idea sharing among your other intern peers. Additionally, you will partner with an Intel buddy who will help you navigate Intel culture and the HR organization as you integrate into your new role.

 

Ideal candidates for this position are seeking an opportunity to join a cohort of HR Business Partners and provide real time, strategic employee relations engagement through effective triage, stakeholder management, and assessments using independent judgment, evaluation of guidelines, policies, and procedures. They will also collaborate with other HR Business Partners and interns to complete a high impact, cross-intel project with high visibility to leadership.

 

Your responsibilities include but are not limited to:

* Empowers organizations, improves the work environment, and mitigates risk.
* Analyzes data and documentation to propose solutions while influencing employees and managers on the right outcomes for Intel.
* Works closely with management to implement corporate human resources policies related to performance management, compensation, investigations, etc.
* Coaches, mentors, and/or advise managers and employees at all levels to help draw out insight, create new perspectives, and build commitment to action while improving managers' capabilities to handle situations.

 

Knowledge and Experience you will need to be successful in this role:

* Leverage systems-thinking, teamwork, and collaboration in order to achieve results.
* A customer-centric approach to problem solving by listening to your customer's needs and recommending practical solutions.
* Exercise emotional intelligence in order to build and maintain positive working relationships with your teams and customers.
* Lead with integrity and high ethical standards in order to build trust and credibility in your business interactions.
* Demonstrated unquestionable judgment and objectivity in making decisions.
* Experience with or demonstrate a willing to learn and interpret employment guidelines.
* Demonstrated effectiveness to work within and across groups managing multiple stakeholder relationships in a highly matrixed organization.
* Proficiency in Microsoft Office including PowerPoint, Word, Outlook, and completing data analysis in Excel.

  
**Qualifications**

  
You must possess the minimum qualifications to be initially considered for this position. Preferred qualifications are in addition to the minimum requirements and are considered a plus factor in identifying top candidates. Relevant experience can be obtained through school work, classes and project work, internships, military training, and/or work experience.  
  
**Minimum Qualifications:**

* The candidate must be an active student, pursuing a Master's degree in Human Resources, Organization Development, Industrial/Organizational Psychology, or a related field, or an M.B.A.

  
**Preferred Qualifications:**

* 3+ months of experience in Human Resources.

 

***This position is not eligible for Intel immigration sponsorship.***

  
**Inside this Business Group**

  
Intel's Human Resources group is responsible for hiring, developing and retaining the best and brightest employees while continuing to strengthen the company's culture and values. Intel Human Resources provides first-rate, cost-effective services and support to employees worldwide and is dedicated to advancing Intel's business goals.

**Other Locations**

  
US, Phoenix

**Covid Statement**

  
Intel strongly encourages employees to be vaccinated against COVID-19. Intel aligns to federal, state, and local laws and as a contractor to the U.S. Government is subject to government mandates that may be issued. Intel policies for COVID-19 including guidance about testing and vaccination are subject to change over time.

**Posting Statement**

  
All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance."
Intern- Catering Sales @ Desert Willow Conference Center,Sodexo Live! Internships,"Phoenix, AZ, USA","**Job Listing: Intern- Catering Sales** 

Are you ready to put your education in to action with on-the-job experience? 

The Sodexo Live! Intern Program offers an exciting opportunity for currently enrolled college students to turn their leadership potential into valuable professional experience and get a head start on their careers.

**Sodexo Live Information:**

At Sodexo Live!, we take pride in crafting exceptional events at the most prestigious venues on the planet and creating lasting memories for fans, visitors, guests and team members. Working with Sodexo Live! is more than a job; it's a chance to be part of something greater. Here, you'll build a career where 'everyday' is anything but normal.

Our experiences are unique, and so are our people. Bring your personality, your background and your desire to delight others. In return, we'll give you all you need to thrive. After giving it all, you'll return home knowing that you've played your part in creating a truly unforgettable moment.

* 2022 Forbes Best Employer for Diversity
* 2022 Front Office Sports Best Employers in Sports
* 2022 Disability Equality Index (DEI) Perfect Score

**Location**: We are seeking an experienced **Intern- Catering Sales** for the **Desert Willow Conference Center.**

Nestled in the new Cotton Center business park, Desert Willow Conference Center offers dedicated meeting planners who will provide expert advice and insure the success of business meetings, programs or special events. A region, known for its premier destination qualities including near perfect weather and ease of transportation, Phoenix, is the capital and the most populous city of the State of Arizona. It was incorporated as a city on February 25, 1881 and is called Hoozdo, or ""the place is hot"", in the Navajo language.

**Why Should I Apply?**

* Gain valuable industry experience working with leaders in the hospitality field
* Flexible scheduling options that are accommodating to the student's school schedule
* Professional development
* Mentoring from a Sodexo Live! Manager

**Principal Function:**

The Intern- Catering Sales will help develop and execute sales strategy for Sodexo Live! across our portfolio of venues with catering and quick serve service offerings. The intern will directly assist the management team of sales related functions, including communicating with staff on a daily basis, creating effective new business techniques and maintaining customer service with current clients. The Senior Catering Sales Manager is responsible for creating unique dining experiences by directing, selling, up-selling and actively participating in the planning and production of catered functions. Working closely with clients, as well as with the sales, culinary and operations staff, they are responsible for ensuring that events are coordinated and executed smoothly and in accordance with all client expectations and specifications.

The Intern will support the planning of and preparation for events according to anticipated attendance and will provide hands-on management and oversight in the areas of service and F&B operations during events. 

**Essential Responsibilities:**

* Maximize Sodexo Live!'s catering revenue through creative sales techniques and customer focus.
* Contribute to the efficient operation of business unit by reconciling data and providing information, insight, analysis, and recommendations to maximize revenues and profits.
* Contribute to goal of making Sodexo Live! #1 in Event Hospitality and the #1 Employer of Choice through personal commitment and leading by example.

**Qualifications/Skills:**

* Current college student with studies in hospitality/food management, communications, human resources, accounting, marketing or another industry-related college program.
* Ability to multi-task and prioritize and work successfully both independently and as part of a team.
* Excellent customer service skills.
* Exceptional ability to communicate effectively in both verbal and written formats.
* Keen ability to connect easily with others and create positive positioning within a particular context or subject matter.
* Demonstrated success in interfacing with a variety of organizational functions and divisions to accomplish tasks.

**Other Requirements**:

* Able to work effectively and safely while subject to wet floors, temperature extremes and excessive noise; must be able to lift up to 50 pounds in weight; must be able to maneuver in an often tightly-quartered environment.

Hours may be extended or irregular to include nights, weekends and holidays.

Thank you for expressing interest in employment with Sodexo Live!. While only those candidates considered for this position will be contacted, your resume will remain on file for 90 days.

*Sodexo Live! is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, genetic information, status as a protected veteran or status as a qualified individual with a disability, or any other characteristic protected by applicable Federal, State or Local law.*

  
  
***Job Posted by ApplicantPro***"
