title,company,location,description
Service Manager (Low Voltage),Sloan Security Group,"San Jose, CA, USA","Job Summary: 

The Service Manager is responsible for leading the service team and performing on-site installation, service, maintenance, warranty and repair for various security-related automated equipment. They will provide leadership, training, hiring, scheduling, pricing, safety leadership, billing and organization for the technician team. They will also provide customer relationship support, customer responsiveness, training and overall keeping our customers appraised of the situation of their equipment. They will also provide sales support and customer training on equipment operations and maintenance. 

Essential Duties & Responsibilities: 

* 
Promote training & growth among the team 

* 
This position is safety-oriented and works independently on a case-by-case basis, working one-on-one with the customer to resolve a service interruption. 

* 
Service and maintenance on various vehicle barriers, operated bollards, operated gates, and other security-related equipment 

* 
Provide customer support and end-user equipment operations training 

* 
Responsible for accurate data collection & entry/dispatch of service & maintenance orders 

* 
Maintains all Service & Maintenance vendor entries and history 

* 
Creates/logs/files/invoices/ purchase orders submitted for approval 

* 
Prepares status reports and weekly calendar based on performance data for STS Manager 

* 
Provide documentation summary with weekly invoice breakdown for management review 

* 
Orders maintenance and equipment parts 

* 
Respond quickly to customer inquiries, problems, and concerns 

* 
Communicate and document all maintenance and repair items 

* 
Utilize networking systems (IP address, computer networks, radio frequencies, IP Cameras, Access Control and radar systems) 

* 
Send daily status reports to appropriate contractors, supervisors, and deployed security officer (DSO) 

* 
Verify material, tool, and equipment needs, as necessary to jobs 

* 
Support various departments on special projects 

* 
Strive for excellence in Company safety and quality work standards. 

* 
Oversee appropriate use and maintenance of tools, vehicle, and equipment 

* 
Complete tasks assigned by the general manager accurately and efficiently 


Skillset: 

* 
Knowledge and skills in: 

* 
High Voltage Electricity safety (Recognizing when to contact an electrician. This position will not work on high voltage electrical jobs unless possessing an electrician’s license.) 

* 
Low Voltage Systems 

* 
Sensor calibration 

* 
Fiber-optics 

* 
Programmable Logic Controls (PLCs) 

* 
Mechanical and hydraulic systems 

* 
Troubleshooting of vehicle barriers and gate systems 

* 
Providing guidance to end-users for solving problems 

* 
Safety practices when working with barriers 

* 
Mechanical devices, electrical devices, and traffic patterns 

* 
General construction processes 

* 
Project logistics 

* 
CCTV and Access Control Systems 

* 
3-5 Years in the field experience with security and barrier systems 

* 
Certification with all major gate and security manufactures including industry automated equipment certifications. 

* 
Strong verbal, written, and interpersonal communication skills with attention to detail and ability to multi-task 

* 
Excellent organizational and time management skills 

* 
Research, analysis, report development, and documentation skills 

* 
Analytical and assessment skills Mathematical and organizational skills 


Travel: 

Be available to travel up to 75% as necessary, including short-notice requirements 

Working Conditions: 

The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. 

* 
Must have physical condition and stamina sufficient to prolonged periods of standing, assist in lifting, carrying and moving objects weighing up to 100 pounds, with hearing and eyesight acuity to detect machinery noises, read gauges, measurements and properly utilize equipment provided. 

* 
Shop conditions vary with the seasons and type of work being conducted. Must be willing and able to work in extreme temperatures (below freezing and in excess of 100\*F) and in dangerous/hazardous environments that are commonly encountered in this industry. 


EEO Policy: 

As an EEO/AA Employer we do not discriminate against any employee or applicant because of age, race, creed, color, religion, gender, sexual orientation, gender identity/expression, natural origin, veteran or disability status. Our policy is to comply with all applicable national, state and local laws pertaining to nondiscrimination and equal opportunity. 

Compensation range based on experience $85k-$110k annuallykpimTIljcc"
"Senior Security Engineer II, Data Security (Permanent Remote, US)",Aledade,"San Jose, CA, USA",We're looking for **security** engineers that understand **data** and automation are important ingredients to our mission and know how to actively employ these ingredients at scale. Beyond the technical ...
Project Manager,Security 101 - San Francisco Bay Area,"Pleasanton, CA, USA","POSITION OVERVIEW: Plans, organizes, directs, and controls project activities required for effective management of **electronic security installation projects.** Supervises installation labor and sub-contractors. Estimates and prices out job change orders. Works with financial, contract management and other management reports and tools to control project costs. Responsible for training and developing employees. Responsible for the quality of installation.

KEY DUTIES & RESPONSIBILITIES: The following are essential functions of the job. Other duties may also be assigned. Please note that the essential functions may vary depending on department size, organizational structure and/or geographic location.

 Plans and schedules engineering, installation, and subcontracting activities on large and/or complex systems or service installed jobs.  
 Maintains current job plans and specifications.  
 Works with engineering department on the design of projects.  
 Coordinates the procurement of materials, supplies and services; and controls timely delivery to job-site.  
 Prepares the project installation plan, manages the plan and prepares and implements job procedures.  
 Determines, from review of various information, necessary changes in design, contract price, implementation plan or other activities and implements same.  
 Maintains construction schedule and coordinates task scheduling with other trades  
 Selects and monitors the performance of subcontractors.  
 Keeps self, superiors and subordinates informed of progress.  
 Maintains all records of job status, job changes, material flow and other control records and supervises the preparation and processing of reports for internal and external use.  
 May estimate or assist in estimating projects which the company is bidding.

 Implements quality assurance program to continuously improve customer satisfaction:  
 Present a professional image of the company when speaking to customers (all levels).  
 Develops a relationship with the decision makers of customers.  
 Routinely walks job site to ensure quality installation.  
 Responsible for customer satisfaction.

 Monitors job status and controls job costs:  
 Provides information to determine labor and material resources on a monthly basis.  
 Assists management in monthly forecasting.  
 Ensures proper job management and cost control by reviewing financial statements.  
 Supervises the preparation of base data required for monthly job billing.  
 Monitors financial and other reports and works with other management tools to address project problems.  
 Ensures timesheets are accurate and filled out completely with job numbers and phase codes.  
 Devises a plan of action to remedy any project problems and implements plans to assure project profitability.  
 Studies literature and attends seminars to keep current in products, processes and materials.

 Job Closure  
 Responsible for completing as-builds.  
 Responsible for completing all paperwork, PO’s are completed, Notices of Completion (NOC) are sent, jobs are turned over to service.  
 Job close out reports are completed.

 Responsible for the proper maintenance and care of company assigned vehicles. Vehicle must be clean and free of defects that are considered unsafe by the company or state law."
Temp Office Coordinator | San Jose,LHH Recruitment Solutions,"San Jose, CA, USA","**Temp Office Coordinator | San Jose**  
   
LHH is partnering with an established client based in Silicon Valley in need of an Office Coordinator. An ideal candidate would have office coordination experience, great attention to detail, and consistency. This opportunity is great for anyone who would like to further their admin experience and pursue supporting executives.  
   
**Compensation: $24 /hr**  
**Location:** San Jose  
**Work Type:** Fully Onsite  
   
**Duties*** Answer all inbound phone calls for clients, sales, and the company by directing callers as appropriate. Take care of any client requests that come in by phone.
* Greet and direct visitors with a hospitality-forward mindset.
* Receive, sort, and forward incoming mail and packages for clients and staff.
* Coordinate the pick-up and delivery of mail services.
* Assist in ordering, receiving, stocking, and distributing office supplies.
* Perform clerical tasks including data entry, filing, photocopying, scanning, etc.
* Perform other administrative duties as required.

   
**Qualifications/Requirements:*** 3+ years of office administration experience
* Excellent oral and written communication skills
* Knowledge of basic accounting functions
* Independent worker who is highly organized & self-directed
* Able to collaborate well with Team colleagues
* Steady demeanor with the ability to stay focused and on task
* Detail-oriented and work with a high degree of accuracy
* Ability to maintain confidential information and data
* Intermediate experience using MS Office (Outlook, Word, Excel & PowerPoint)
* Ability to lift 25 pounds

   
**Benefits:** Benefit offerings include medical, dental, vision, life insurance, short-term disability, additional voluntary benefits, an EAP program, commuter benefits, and 401K plan. Our program provides employees the flexibility to choose the type of coverage that meets their individual needs. Available paid leave may include Paid Sick Leave, where required by law; any other paid leave required by Federal, State, or local law; and Holiday pay upon meeting eligibility criteria.  
   
**Pay Details:** $24.00 per hour  
  
**Search managed by:** Kenneth Agojo   
  
Benefit offerings available for our associates include medical, dental, vision, life insurance, short-term disability, additional voluntary benefits, EAP program, commuter benefits and a 401K plan. Our benefit offerings provide employees the flexibility to choose the type of coverage that meets their individual needs. In addition, our associates may be eligible for paid leave including Paid Sick Leave or any other paid leave required by Federal, State, or local law, as well as Holiday pay where applicable.   
  
Equal Opportunity Employer/Veterans/Disabled  
  
To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.lhh.com/us/en/candidate-privacy  
  
The Company will consider qualified applicants with arrest and conviction records subject to federal contractor requirements and/or security clearance requirements."
"AVS Test Specialist I Palo Alto, CA",Adecco,"Palo Alto, CA, USA","Adecco is assisting a local client in the Palo Alto, CA area looking for autonomous drivers. This client is leading the industry in automated driving technology developing a hands-free, eyes-off driver assist system for next-generation vehicles at scale.  
  
This is a contract position! Adecco pays weekly! We offer benefits!  
  
Pay rate is $26-28/hour  
  
Please reply to learn more about this company and the position! Please send an updated resume!  
**Job details**  
What you'll do:  
Operate a Test Vehicle; safely and compliantly  
Perform all vehicle inspection, start-up, launch, and shutdown tasks  
Follow procedures and processes to the highest standard  
Escalate potential safety and performance issues; promptly and clearly  
Document events throughout the day to aid in development of driving technology  
Clearly communicate feedback on system performance; strengths and improvement areas  
  
What you'll need to succeed:  
High School Diploma or GED equivalent with two years of employment experience required. Associate or Bachelor's Degree preferred  
Must have valid driver's license and ability to meet clients minimum driving record requirements, as verified by Motor Vehicle Record background checks prior to hire and periodically thereafter  
Ability to pass ten-panel drug screen and criminal background checks conducted prior to employment  
Enjoyment of driving for extended periods of time.  
Ability to monitor software via laptop in a moving vehicle; type proficiently; and communicate in a clear and concise manner  
Experience in a professional work environment where safety, honesty, procedure and/or software testing are emphasized  
Strong interest in technology and software and the ability to adapt to its ever-changing developments and improvements  
Ability to work in close quarters in a professional manner for extended periods of time  
Ability to work independently or with minimal supervision  
Willingness to travel to remote offices and test facilities as needed  
  
Nice to have:  
Autonomous Vehicle and/or on-road data collection industry experience  
Working knowledge of Atlassian Jira basics  
  
APPLY NOW!!  
  
**Pay Details:** $26.00 to $28.00 per hour   
  
Benefit offerings available for our associates include medical, dental, vision, life insurance, short-term disability, additional voluntary benefits, EAP program, commuter benefits and a 401K plan. Our benefit offerings provide employees the flexibility to choose the type of coverage that meets their individual needs. In addition, our associates may be eligible for paid leave including Paid Sick Leave or any other paid leave required by Federal, State, or local law, as well as Holiday pay where applicable.   
  
Equal Opportunity Employer/Veterans/Disabled  
  
To read our Candidate Privacy Information Statement, which explains how we will use your information, please navigate to https://www.adeccousa.com/candidate-privacy  
  
The Company will consider qualified applicants with arrest and conviction records subject to federal contractor requirements and/or security clearance requirements."
Power BI Developer,CYNET SYSTEMS,"Santa Clara, CA, USA","**Job Description:  
  
 Pay Range $20hr - $27hr  
  
 Responsibilities:** * Design, develop, and implement Power BI dashboards and reports to meet business requirements.
* Work closely with stakeholders to gather and understand reporting requirements.
* Utilize DAX (Data Analysis Expressions) to create complex calculations and measures.
* Develop and maintain Power Automate flows to automate data workflows and processes.
* Integrate Power BI with Power Automate and SharePoint for seamless data updates and synchronization.
* Leverage knowledge of ServiceNow to extract, transform, and load data into Power BI.
* Create reports and dashboards that provide insights into ServiceNow metrics and KPIs.
* Apply basic knowledge of IT service desk operations and Asset Management Database (AMDB) concepts.
* Collaborate with IT teams to understand data sources related to service desk and AMDB.
* Utilize Rest API for data extraction and integration into Power BI.
* Write and optimize SQL queries to retrieve and manipulate data from various databases.
* Implement and maintain data security measures within Power BI, ensuring compliance with organizational policies.
* Develop role-based access control and manage user access to reports and dashboards.

 Qualifications: * 5+ Years in Data analysis, business intelligence or related fields.
* Power BI Experience required.

 Data Modeling and Transformation: * Apply advanced data visualization techniques.
* Power BI Administration Experience.
* Data integration with External sources.
* Identify and resolve performance bottlenecks in Power BI reports and dashboards.
* Implement version control for Power BI artifacts to track changes and facilitate collaboration.
* Advanced understanding of data warehousing concepts, including star and snowflake schemas.
* Proficiency in optimizing data models for large datasets and complex relationships.
* Ability to troubleshoot and resolve issues related to data refresh, connectivity, and performance.
* Conduct training sessions for end-users on Power BI functionality and best practices.
* In-depth knowledge of Power BI features such as row-level security, custom connectors, and Power Query M language.
* Experience with Power BI Premium and Power BI Service administration.
* Capability to design and implement complex data transformations using Power Query Editor.
* Strong proficiency in SQL queries, SQL Agent, and Store procedures.
* Experience with Power Automate, SharePoint, ServiceNow reporting, and AMDB concepts.
* Knowledge of Rest API, and authentication methods.
* Understanding of data security principles and best practices.
* Excellent communication and collaboration skills.

 Skills: * Certification in Power BI, Azure data, or related data technologies.
* Familiarity with data warehousing concepts.
* Experience with cloud-based BI solutions.
* Knowledge of business analysis and requirements gathering."
Data Security Analyst Intern,"RingCentral, Inc.","Belmont, CA, USA",Create/Improve technical **security** documents including **data**/process/systems flow diagrams related to various systems and services across RingCentral \* Create **security** documentation that can be ...
Information Security Engineer,Linqto,"San Jose, CA, USA","Description:We are looking for an InfoSec Engineer to safeguard our computer systems and networks from potential threats like hackers and cyber-attacks. The primary responsibilities will be to devise and execute strategies that enhance the security of an organization's data and IT infrastructure.

  


The successful candidate will also have the ability to identify and mitigate security risks, and keep abreast of the latest cybersecurity trends and hacker tactics to ensure our company's information assets remain uncompromised. The ideal candidate should have a passion for data security, coupled with a deep understanding of the latest security protocols and systems.

Responsibilities

* Formulating a comprehensive set of security standards and best practices for the organization
* Regularly analyzing to identify and resolve any vulnerabilities.
* Undertaking periodic reviews of computer systems to ensure adherence to policies and standards.
* Educating staff on network and information security procedures.
* Developing and implementing incident response protocols to effectively handle any security breaches.
* Keeping up-to-date with the latest security systems, standards, authentication protocols, and products to stay ahead of potential threats.

Requirements:Qualifications

* Relevant professional certifications, such as Certified Information Systems Security Professional (CISSP) or Certified Information Security Manager (CISM).
* Prior experience in a related field, with a strong emphasis on cyber security.
* Knowledge of various network architectures, IT Infrastructure, and operating systems.
* Robust problem-solving skills and the capacity to work effectively under pressure.
* Excellent understanding of ethical hacking and the ability to identify potential threats proactively.
* Strong communication skills, with the ability to explain complex security issues to non-technical staff.

About Linqto

  


Linqto is a technology-enabled investment platform allowing Accredited Investors to identify, evaluate, invest in, and trade securities in the world’s leading unicorns and other private companies. Linqto also provides liquidity for private securities markets. Founders, VCs, and employees can realize early returns and liquidity without waiting for an IPO or trade sale, and companies can stay private longer by providing liquidity on an ongoing basis, not just at exit. The Linqto platform makes the private securities asset class accessible while reducing costs and saving time with the flexibility of trading directly on the Company’s mobile app. Linqto aims to democratize private investing and build a community of like-minded investors, providing both an investment platform and education about private markets and individual companies

  


Our team holds a common value to championing one another's talents to drive thoughtful solutions and operate using the principles of Cultural Humility. Learning is a lifelong process that requires self-awareness and self-critique, strong opinions loosely held, advocating and partnering with others.

  


Job Type: Full-Time, Remote

  


Compensation: $120K-$160K Commensurate on experience. Salaries will vary and will be based on various factors, such as the candidate’s qualifications, skills, competencies, and proficiency for the role. The base salary is one component of Linqto’s total compensation package for employees. Other rewards and benefits include equity options, bonus programs, health, vision, dental, and disability insurance, life insurance, 401k, and paid time off.

  


Linqto does not accept unsolicited resumes from search firm recruiters. Fees will not be paid in the event a candidate submitted by a recruiter without an agreement in place is hired; such resumes will be deemed the sole property of Linqto. Linqto is an equal-opportunity employer. All aspects of employment will be based on merit, competence, performance, and business needs. We do not discriminate based on race, color, religion, marital status, age, national origin, ancestry, physical or mental disability, medical condition, pregnancy, genetic information, gender, sexual orientation, gender identity or expression, veteran status, or any other status protected under federal, state, or local law."
IT Technician (Field),Cal Tech Services Inc,"San Jose, CA, USA","**Benefits/Perks*** Competitive Compensation
* Flexible Scheduling
* Career Growth Opportunities

  
**Job Summary**We are seeking a knowledgeable IT Technician to join our team. As the IT Technician, you will be responsible for ensuring our computer systems, networks, and equipment are operating at peak performance. You will also handle all IT support requests and assist colleagues with their IT needs. Your role is vital to the smooth operation of our company and allowing us to reach our business goals. The ideal candidate has strong technical skills as well as excellent customer service and communication skills.   
  
**Responsibilities** * Maintain computer hardware in working order
* Set up employee workstations (computers, printers, routers, etc)
* Install and configure software
* Train colleagues in best practices in technology and how to use software and equipment
* Assess security risks and ensure the security of networks and computer systems
* Maintain optimized local network

**Qualifications*** A bachelor’s degree in Computer Science or a related field is preferred
* Previous experience as an IT Technician or an IT Certification is preferred
* Strong troubleshooting and analytical skills
* Ability to work well as part of a team
* Strong written and verbal communication skills
* Understanding of data privacy and security"
Staff Product Designer- Data Security,Zscaler,"San Jose, CA, USA","Zscaler's purpose-built **security** platform puts a company's defenses and controls where the ... Our platform helps organizations to better secure their people, workloads and **data** without ..."
Benefits/SOAR Specialist (Brooklyn),Jericho Project,"New York, NY",
English as a New Language (ENL) Teacher,Hellenic Classical Charter Schools,"Brooklyn, NY",
Child Welfare Trainer (R23-49) **Remote** - NYC,Research Foundation for SUNY,"New York, NY",
Senior Child Welfare Trainer (R24-06) - New York,Research Foundation for SUNY,"New York, NY",
Security Operations Engineer,Tradeweb Markets LLC,"New York, NY",
Terminal Operations Specialist,LaGuardia Gateway Partners,Long Island-Queens,
Deputy General Counsel,OTC Markets Group Inc,"New York, NY",
Care Specialist 4601(Multiple Positions),Catholic Charities of Brooklyn & Queens,"Jamaica, NY",
Infrastructure Administrator ~ NYC,Premier Home Healthcare Services Inc,"New York, NY",
Senior Property Accountant,The KRE Group,"Jersey City, NJ",
Residential Operations Coordinator,The Bridge Inc.,"New York, NY",
Case Worker (Adult Lunch Club),United Jewish Council of the East Side,"New York, NY",
General Manager – Cary Leeds Center,"New York Junior Tennis League,Inc","Bronx, NY",
Electronic Security Engineer (Access Control / CCTV),"Matrix Technology Group, LLC","New York, NY",
Lead Audio Visual Engineer,"Matrix Technology Group, LLC","New York, NY",
"Principal Associate, Data Loss Prevention (DLP) Engineer (CASB)",Capital One,"New York, NY, USA","Principal Associate, **Data** Loss Prevention (DLP) Engineer (CASB) As a member of the **Data** Loss ... At least 4 years of experience in Cyber **Security** or Information Technology \* At least 1 year of ..."
Data/Security/AV Installer,Wanderlogic,"New York, NY, USA","Low Voltage, Audio Video, Security, Data Installer.  
  
We are a North Jersey-based low voltage installation company and are looking for experienced installers for high-rise commercial installations. We are a small company but growing rapidly - this is a great opportunity to grow with us. We offer medical, vision, dental, and a company-matched 401k.  
We are looking for members to join our team and will give priority to candidates looking for full-time employment - we will also consider 1099 individual or Corp to Corp. for individuals looking to expand their workload. **We are looking for candidates with experience in ANY of the following fields:*** CCTV and IP Camera Installation.
* Alarm and Access Control.
* Audio and Video Installation and Configuration.
* VoIP.
* Phone and Data Wire Installation.
* Automation Systems and Programming.

With us, you will have access to cutting-edge installations and training on the latest in our industry.  
  
**REQUIREMENTS:**  
**Some key requirements that you MUST have:*** Valid driver's license.
* Cell phone.
* Reliable transportation.
* Friendly demeanor.
* Desire to serve the customer.
* Desire to learn and advance your skills.
* OSHA 10
* SST 40

**Some additional key skills and attributes we would like to see are:*** CEDIA Certification.
* Prior work experience with an installation company.
* Prior work experience with an alarm company.
* Prior work experience with an electrical company.
* Control4 Certification.
* IT skills.

  
  
**About Wanderlogic:**Wanderlogic has been in business since 2005. Our mission remains to provide great customer service while leveraging the latest technology available."
Security Director,BronxWorks,"New York, NY, USA","BronxWorks helps individuals and families improve their economic and social well-being. From toddlers to seniors, we feed, shelter, teach, and support our neighbors to build a stronger community. In all aspects of our work, we strive for the highest ethical and performance standards and guided by the belief that people are to be treated with dignity and respect regardless of their present situation or past experiences. We have 60 locations throughout the borough providing a variety of programs that offer assistance in the areas of family, children and youth support, educational services, elder care, homelessness, mental health, and workforce development. We are an employer of choice for anyone interested in a meaningful career in the social services field.  


**ESSENTIAL RESPONSIBILITIES:**

* Responsible for performance of all security staff
* Oversee the recruitment and hiring of all BronxWorks security staff.
* Provide, coordinate and ensure proper training and up to date licensure and required credentials for all security personnel; work with the Training Department to establish tracking of employee training.
* Ensure Security Coordinators are interacting daily with site directors regarding personnel/client issues; personnel scheduling and personnel schedule planning.
* Ensure Security Coordinators plan and convene monthly staff meetings which include Security Director and site Program Director
* Ensure Security Coordinators liaise with various community entities and actively participate in Precinct Community Councils
* Provide investigative assistance to the General Counsel as needed.
* Provide crisis intervention 24 hours a day, seven days per week.
* Model use of de-escalation strategies and positive interactions with all clients and promote use of same strategies with all security personnel.
* Conduct monthly regular security inspections of all sites to ensure employee and client safety
* Ensure all sites are following FDNY fire safety regulations; ensuring fire panels work properly, that security staff have adequate training and relevant certificates to operate
* Manage relationships with security vendors.
* Ensure all CCTV systems are operational at all times.
* Manage the collection, presentation and reporting of security data including incident reports.
* Review all security-related incident reports, provide feedback and follow up as necessary
* · Ensure records, reports and logs are maintained in a uniform, consistent manner and appropriately reviewed at all sites
* Collaborate with HR, the site director and Security Coordinators in security staff disciplinary matters
* Monitor ADP schedules and timecards, support Security Coordinators to ensure schedules are posted on a timely basis and are completed in a consistent manner across the organization
* Oversee scheduling to limit unnecessary overtime pay and remain within security budgets.
* Conduct regular and effective Security Coordinator meetings
* Provide, coordinate and deliver training for security personnel
* Oversee continuous quality and process improvement in security policies, procedures, and equipment
* Ensure comprehensive fire prevention and related safety measures are deployed in all BronxWorks residential facilities
* Ensure consistent policies and procedures across the department and clear documentation, enforcement, and communication about them
* Ensure timely and accurate incident reporting into CARES per DHS priority outline and BronxWorks standards
* Enforce facility, BronxWorks, Department of Homeless Services, and other regulatory policies and procedures.

  


**WORKING CONDITIONS:** 

* Operates in a residential facility for single adults and/or families with onsite social service and office environments.
* Routinely uses standard office equipment such as computers, phones, copiers, filing cabinets and fax machines
* Facilities operate 24 hours a day, 7 days a week with 8 hour shifts
* Employees may be assigned to more than one facility if necessary.

  


**REQUIRED JOB QUALIFICATIONS**: 

*Education and Experience Required:*

* At least fifteen (15) years of experience in law enforcement or in a related field
* Former law enforcement officers with supervisory experience preferred.
* Demonstrated experience operating surveillance camera systems.
* MOVE
* Bachelor’s degree required; master’s degree preferred.
* Five years supervisory experience
* Experience with implementation and management of databases, schedulers, etc. preferred.

*Certifications & Licenses Required:*

* NYS Security Guard
* Must obtain and maintain required Fire Safety Certificates within three (3) months of hire.
* CPR/ First Aid and Narcan Certification required within three (3) months of date of hire.

*Knowledge, Skills, and Abilities Required:*

* Strong oral and written communication skills
* Strong interpersonal skills and ability to build trust and effective professional relationship.
* Ability to lead and manage others and to manage 24-hour work schedules.
* Proficiency in Microsoft Office suite and other standard business technology.
* Understanding of and commitment to organization’s mission, vision, and values.
* Ability and willingness to perform all duties as workload necessitates.
* Ability to drag at least 80 pounds · Ability to lift at least 40 pounds.
* Ability to stand, walk, or sit for long periods of time.
* Ability to travel throughout New York City via public transportation.
* Possess a valid driver’s license from the state in which the bearer resides; ability to become a BronxWorks approved driver.

  


BronxWorks seeks to build an inclusive organization grounded in respect for differences. BronxWorks is committed to equal employment opportunity and providing reasonable accommodations to qualified candidates and employees pursuant to applicable law. This commitment applies to all terms, conditions, and privileges of employment, including but not limited to recruitment, hiring, compensation, training and employee development, placement, promotion, demotion, upgrading, downgrading, transfer, layoff and termination. We value and encourage diversity and solicit applications from all qualified applicants without regard to race, color, gender, sex, age, religion, creed, national origin, ancestry, citizenship, marital status, sexual orientation, physical or mental disability, medical condition, military and veteran status, gender identity or expression, genetic information, status as a victim of domestic violence, or any other characteristic protected by federal, state, or local law.   


  


**#IDHGH**

****#ZR****"
Health Data Research Lead,"Healthix, Inc.","New York, NY, USA","JOB TITLE: Health Data Research Lead 

REPORTS TO: Vice President PMO, OPS & QA 

DEPARTMENT: PMO 

HOURS: 40 Hours 

FLSA STATUS: Exempt 

EFFECTIVE DATE: Jan 2024 

SALARY: $120k -$150k 

 

 

POSITION SUMMARY: 

 

We are in search of a highly proficient and seasoned Health Data Research Lead to join our team. The ideal candidate should possess a robust research background and a thorough understanding of privacy and security policies and procedures applicable to Qualified Entities and their Participants in New York State. 

The preferred candidate will be proficient in qualitative data analysis software, coupled with competence in quantitative analysis and have the ability to independently craft intricate SQL queries for clinical data extraction. The candidate should be adept at translating ideas and concepts into communication tools suitable for various audiences ranging from public health initiatives to government agencies. 

Additionally, the candidate should bring experience in conducting research at the community level, especially in areas with complex socio-economic needs and health disparities. The ability to synthesize data and generate high-quality, publication-ready reports is a key requirement for this role. If you possess these qualifications and are ready to contribute to impactful health data research, we encourage you to apply. 

 

ESSENTIAL DUTIES AND RESPONSIBILITIES: 

 

Research Expertise: 

* 
Demonstrate a proven track record in health data research, with the ability to design and conduct research studies. 

* 
Stay updated on the latest developments in health data research methodologies and trends. 


 

Privacy and Security: 

* 
Possess a thorough understanding of privacy and security policies and procedures for Qualified Entities and their Participants in New York State. 

* 
Ensure compliance with relevant regulations and guidelines to safeguard sensitive health information. 


 

SQL Proficiency: 

* 
Independently write complex SQL queries to extract clinical data efficiently. 

* 
Utilize SQL expertise to optimize data retrieval processes and ensure data accuracy. 


 

Data Analysis: 

* 
Analyze extracted clinical data to derive meaningful insights and contribute to research objectives. 

* 
Collaborate with cross-functional teams to interpret research findings and implications. 


Clinical Understanding: 

* 
Serve as a bridge between the technical and clinical aspects, understanding research requirements from a clinical perspective. 

* 
Collaborate with healthcare professionals to comprehend research needs and translate them into actionable data queries. 


 

SUPERVISORY RESPONSIBILITIES: 

* 
N/A 


 

 

QUALIFICATIONS: 

* 
Proven experience in health data research, with a minimum of 5 years in a similar role. 

* 
A minimum of a bachelor’s degree in health science, or relevant field advanced degree preferred. 

* 
Experience working with healthcare data including HL7, CCDAs, InterSystems HealthShare, and Cache databases. 

* 
Advanced working SQL knowledge and experience working with relational databases, query authoring, and familiarity with a variety of databases. 

* 
Strong quantitative, analytical, process development, facilitation, and organizational skills required. 

* 
Must have prior experience in working on projects that have received approval from an Institutional Review Board (IRB) or QE Research Committee. 

* 
Excellent documentation and verbal communication skills. 

* 
Proficiency in writing complex SQL queries for data extraction. 

* 
Experience with Grant writing and management 

* 
Excellent analytical and problem-solving skills. 

* 
Effective communication skills to convey complex technical concepts to non-technical stakeholders."
Data Protection Architect,iQues Consulting Inc,"Manhattan, NY, USA","Our client, a Manhattan-based financial services firm, is seeking a dynamic and enthusiastic Data Protection Architect to join their M365 Security team. As a Data Protection Architect reporting to the Security Architect, you will play a crucial role in designing, implementing, and managing data security and encryption solutions in a large-scale system and incorporating data protection into Microsoft 365 Copilot and allowing more B2B collaboration with data protection controls in place. This position offers an exciting opportunity to work with cloud and security technologies and Generative AI, ensuring the protection of sensitive data across on-premises and cloud-based infrastructure. **This is a daily rate contract only (C2C or W2), working M-F, from 9:00AM to 5:00PM EST. Local resources are preferred.**

**Key Responsibilities:**

* Collaborate with the Security Architect, M365 Security team, Data Governance teams, and business stakeholders to understand strategic objectives, technology needs, and emerging trends.
* Provide technical guidance for designing security capabilities in cloud
* Serve as an escalation point for security architecture decisions around data protection and ensure the integrity and security of information across multiple platforms.
* Design and implement data protection, encryption in transit, encryption at rest, Hardware Security Modules (HSM), cloud Key Management Services (KMS), cloud Data Loss Prevention (DLP), and cloud security compliance.
* Actively participate in the security and infrastructure communities within the organization.
* Contribute to the development of the cloud security roadmap for enterprise-level systems, ensuring alignment with the overall security strategy.

**Qualifications:**

**Required Qualifications:**

* Expert level experience in Microsoft Data Protection solutions is a must for this role.
* Expertise in Microsoft 365 Security and Microsoft Purview Information Protection (formerly known as Azure AIP).
* Expertise in Microsoft Defender for Cloud Apps.
* Experience with enterprise data security solutions, including Encryption, Hardware Security Modules (HSM), cloud Key Management Services (KMS), Data Loss Prevention (DLP), and key management.
* Experience with continuous integration and deployment tools.
* Familiarity with version control tools (e.g., Git).
* Proficiency in scripting and programming languages like Python, C#, PowerShell, or az cli.
* Bachelor’s Degree in Information Security, Business, Risk Management, Finance, Statistics, or related field.
* Strong knowledge of data governance frameworks, industry standards, and best practices.
* Proficiency in data management tools and data quality tools.
* Experience in data models and data architectures.
* Demonstrated leadership in implementing data protection processes at an enterprise scale.
* Strong analytical and problem-solving skills.
* Excellent communication skills and ability to distill insights for stakeholders and senior management.
* Strong leadership skills and adaptability in facing unique challenges while working with individuals from diverse cultures and business environments.
* Proactive mindset with the ability to think creatively to solve complex problems.
* Proven ability to work independently and multitask effectively, with strong analytical and conflict resolution skills.
* Excellent written and oral communication skills.
* Strong organizational and facilitation skills for meetings.
* Track record of successfully managing work to achieve milestones on time and within budget in a fast-paced environment.

**Strongly Preferred Qualifications:**

* 8 years of experience in Information Security, preferably in a highly regulated business environment.
* Certifications in CISSP, CISM, CRISC, are a plus.

If you are passionate about cloud and security technologies, have a proven track record in data protection, and are looking to make a significant impact on safeguarding sensitive data, we encourage you to apply for this role. Join this team and contribute to their mission of ensuring data integrity and security across the enterprise."
